iter	Logloss
409	0.3565721524
410	0.3564114365
411	0.3562446203
412	0.3561145911
413	0.355927957
414	0.3558307996
415	0.3557381666
416	0.3556465804
417	0.35557861
418	0.3555003706
419	0.3554252368
420	0.3552958021
421	0.3551601792
422	0.3550949309
423	0.3549454622
424	0.354766931
425	0.3546608526
426	0.3545122573
427	0.3544518973
428	0.3543051484
429	0.3542183004
430	0.3541414071
431	0.3540574745
432	0.3539312802
433	0.3538614267
434	0.3537468426
435	0.353687529
436	0.3536175104
437	0.3535066899
438	0.3533729761
439	0.3532683405
440	0.3531765302
441	0.3530774365
442	0.352968176
443	0.352826671
444	0.3527626363
445	0.3526738555
446	0.3525283316
447	0.3523745123
448	0.3522144151
449	0.3520455282
450	0.3519141128
451	0.3517899569
452	0.3516632996
453	0.3515835942
454	0.351378246
455	0.3513171625
456	0.3511456111
457	0.3510371429
458	0.3508767453
459	0.3507666079
460	0.3506777799
461	0.3505157862
462	0.3504470784
463	0.3503354403
464	0.3501793803
465	0.350090791
466	0.3500493722
467	0.3499597485
468	0.3498672947
469	0.3498064012
470	0.3496987025
471	0.3495324541
472	0.3493508647
473	0.349204952
474	0.3490882711
475	0.3489026585
476	0.348807266
477	0.3486819034
478	0.3486299941
479	0.3485421651
480	0.3484821966
481	0.3483323104
482	0.3482508808
483	0.3481739629
484	0.3480471154
485	0.347878552
486	0.3477983989
487	0.3476935156
488	0.3475862113
489	0.3473886867
490	0.3472815625
491	0.3472174966
492	0.3470930908
493	0.3469490369
494	0.3468977943
495	0.3467029207
496	0.3466253255
497	0.3465085123
498	0.3464067082
499	0.3462937107
500	0.3461796337
501	0.3461310213
502	0.3460049128
503	0.3457985741
504	0.3457511784
505	0.3456771887
506	0.3455787579
507	0.3454663959
508	0.3453422729
509	0.3452182383
510	0.3450763627
511	0.3450300261
512	0.3448861935
513	0.3447754783
514	0.3446264018
515	0.3444887547
516	0.3442829314
517	0.3441795581
518	0.3440765273
519	0.343961009
520	0.3439263868
521	0.343847457
522	0.3437068991
523	0.3436415803
524	0.3435162426
525	0.3434041546
526	0.3433329792
527	0.3431551339
528	0.3429798187
529	0.3428938086
530	0.3428264389
531	0.3427529767
532	0.3426057784
533	0.3425033836
534	0.3424188718
535	0.3423207533
536	0.342209411
537	0.3420964058
538	0.3420418392
539	0.3419965799
540	0.3419478919
541	0.3418230055
542	0.341729666
543	0.3415531939
544	0.3414183471
545	0.3413362042
546	0.3412596486
547	0.3411769961
548	0.3410801989
549	0.3409884219
550	0.3408431867
551	0.3407291567
552	0.3406433886
553	0.3405833981
554	0.3404439154
555	0.3403725112
556	0.3403258605
557	0.3401899216
558	0.340032348
559	0.3399784629
560	0.3398680588
561	0.339691225
562	0.3396146617
563	0.3395151166
564	0.3394659682
565	0.3393466193
566	0.3392353566
567	0.3391483869
568	0.3390547999
569	0.3389579562
570	0.3388446747
571	0.3387518388
572	0.3387224678
573	0.338589701
574	0.3384948551
575	0.3384187502
576	0.3383363712
577	0.338259131
578	0.3381085609
579	0.3379865023
580	0.3378757641
581	0.3377359424
582	0.3376726074
583	0.3376185725
584	0.3375499116
585	0.3374443139
586	0.3373238751
587	0.337248665
588	0.3371211882
589	0.3370472065
590	0.3369715655
591	0.3368564394
592	0.3367528995
593	0.3366400128
594	0.3365931562
595	0.3364865746
596	0.3363444086
597	0.3362309193
598	0.3361857606
599	0.3360795397
600	0.3359795473
601	0.3358746364
602	0.3358041582
603	0.3357084417
604	0.335645936
605	0.3355733336
606	0.3354366771
607	0.3353064526
608	0.3352647221
609	0.3351865135
610	0.3351357834
611	0.3350754742
612	0.3349713356
613	0.33486299
614	0.3346870765
615	0.3345222728
616	0.3343583722
617	0.3342908262
618	0.334100213
619	0.3339365922
620	0.3338969876
621	0.3337654457
622	0.3336783516
623	0.3335870615
624	0.3334570924
625	0.3333304059
626	0.3332272704
627	0.3331378282
628	0.3330963847
629	0.3329859534
630	0.3328868314
631	0.3327728854
632	0.3326389236
633	0.3325830389
634	0.3324636557
635	0.3323994124
636	0.3323025746
637	0.3322409073
638	0.3321421014
639	0.3320747591
640	0.3319824753
641	0.3318796132
642	0.3318069563
643	0.331720249
644	0.3316484148
645	0.3315873737
646	0.331428704
647	0.3313260554
648	0.331272886
649	0.3312009501
650	0.331094141
651	0.3309428334
652	0.3308802402
653	0.3307775402
654	0.3306496012
655	0.3305458069
656	0.3304532822
657	0.330321198
658	0.3302734896
659	0.3301746081
660	0.3301019083
661	0.3300127606
662	0.3299769839
663	0.3298810365
664	0.329767404
665	0.3296416365
666	0.3296027014
667	0.3295131065
668	0.3294455746
669	0.3293462672
670	0.3292899079
671	0.3292233529
672	0.3291633033
673	0.329057563
674	0.3289433329
675	0.3289207884
676	0.3288225601
677	0.3287862761
678	0.328700716
679	0.3285776013
680	0.3284335562
681	0.328331071
682	0.3282517551
683	0.3281434107
684	0.3280511122
685	0.3279646708
686	0.3278638377
687	0.3278013369
688	0.3276632051
689	0.3274983132
690	0.3274223119
691	0.3273332664
692	0.3272473233
693	0.3271234721
694	0.327017779
695	0.3269815503
696	0.3268399669
697	0.3267269224
698	0.3266895862
699	0.3266388467
700	0.3265611093
701	0.3264901256
702	0.3264561851
703	0.3263170932
704	0.326223009
705	0.3260827784
706	0.3259878312
707	0.3258875301
708	0.3258059484
709	0.3256897494
710	0.3256386497
711	0.3255906593
712	0.3255173491
713	0.3254351506
714	0.3253375787
715	0.3252303694
716	0.3251387707
717	0.325037422
718	0.3249099387
719	0.3248358764
720	0.3247501168
721	0.3246171115
722	0.3245273596
723	0.3244667805
724	0.3243431986
725	0.3241876079
726	0.3240457874
727	0.3240151602
728	0.3239397585
729	0.3239129357
730	0.3238587462
731	0.3237380235
732	0.3236547503
733	0.323522519
734	0.323469468
735	0.3234094643
736	0.3233030143
737	0.3232546948
738	0.3231584545
739	0.3231269003
740	0.3230477619
741	0.3229744051
742	0.3228493205
743	0.3227603134
744	0.3227178479
745	0.3226625736
746	0.3225136563
747	0.32240613
748	0.3222953554
749	0.3221770743
750	0.32205929
751	0.3219888144
752	0.3218282703
753	0.3217274752
754	0.3216834309
755	0.3216164781
756	0.3215488023
757	0.3214996561
758	0.3214094508
759	0.3213721119
760	0.321266158
761	0.3211771699
762	0.3210792886
763	0.3209854246
764	0.3208942512
765	0.3207852643
766	0.3206882963
767	0.3206313075
768	0.3205201159
769	0.3204472172
770	0.3203442482
771	0.3202222739
772	0.3201650135
773	0.3200497448
774	0.3200179081
775	0.3199430743
776	0.3198751841
777	0.3197870753
778	0.3197634707
779	0.3197051222
780	0.3196352811
781	0.3195442535
782	0.3194348175
783	0.3194043618
784	0.31928957
785	0.3191505361
786	0.3189864974
787	0.3188791368
788	0.3188375093
789	0.3187132876
790	0.3185626681
791	0.3184688414
792	0.3183362836
793	0.3182313612
794	0.3180968556
795	0.3180726999
796	0.3180283718
797	0.3179240013
798	0.3178725028
799	0.3177719288
800	0.317636749
801	0.3174923974
802	0.3174056257
803	0.317256726
804	0.3171903526
805	0.317076879
806	0.316968966
807	0.316880471
808	0.3167943633
809	0.3166752289
810	0.3166073758
811	0.3165542941
812	0.3164046846
813	0.3163236197
814	0.3162607119
815	0.3161909284
816	0.316103314
817	0.3159699146
818	0.315886624
819	0.3158195526
820	0.315752644
821	0.3156362459
822	0.3155510462
823	0.3154919879
824	0.3153448775
825	0.3152259801
826	0.3151730096
827	0.3151534307
828	0.3151210767
829	0.3150817405
830	0.3149964892
831	0.3149240599
832	0.314812936
833	0.3146994962
834	0.314628898
835	0.3145195912
836	0.3144007826
837	0.3143159293
838	0.3142360634
839	0.3141285982
840	0.3140377735
841	0.3140169258
842	0.313976891
843	0.3139199254
844	0.313818503
845	0.3137100583
846	0.3136349808
847	0.3135451715
848	0.3133808507
849	0.3133031285
850	0.3132081955
851	0.3130989868
852	0.3129910155
853	0.3128993846
854	0.3128775745
855	0.3127767633
856	0.3127517668
857	0.312575535
858	0.3124614591
859	0.3123898284
860	0.3123115613
861	0.3122620304
862	0.3121028555
863	0.3120608759
864	0.3119191394
865	0.3118021029
866	0.3116792947
867	0.3115959339
868	0.3115327442
869	0.311454539
870	0.3113418526
871	0.3112723282
872	0.3111937361
873	0.3110586882
874	0.3109576787
875	0.3108686971
876	0.3107719647
877	0.31071231
878	0.310593875
879	0.3105230287
880	0.3104365337
881	0.3103762956
882	0.3103200865
883	0.3101525701
884	0.3100421954
885	0.3099501241
886	0.3099049627
887	0.3098485781
888	0.3097941926
889	0.3097340839
890	0.3096014173
891	0.3095089184
892	0.3094119246
893	0.309301219
894	0.3092813439
895	0.309188895
896	0.3091130548
897	0.309015258
898	0.3089327649
899	0.3088253286
900	0.3087481604
901	0.3086565559
902	0.3085427835
903	0.3084447922
904	0.3083272354
905	0.3082772404
906	0.3081587805
907	0.3080790763
908	0.3079445948
909	0.3078808771
910	0.3077952389
911	0.3076995701
912	0.3076339438
913	0.307574132
914	0.3074714961
915	0.307403291
916	0.3072833108
917	0.3072097394
918	0.3070991331
919	0.3070234499
920	0.3069294423
921	0.3068759546
922	0.3067521834
923	0.3066937563
924	0.3066135683
925	0.30652924
926	0.3064072641
927	0.3063001066
928	0.3061859557
929	0.3060432138
930	0.3059842696
931	0.3059362647
932	0.3058106224
933	0.3057797887
934	0.3057084416
935	0.3056186282
936	0.3055586378
937	0.3054459244
938	0.3052667435
939	0.3051864908
940	0.3050581018
941	0.3049387468
942	0.3048587476
943	0.3048068377
944	0.3046951801
945	0.304632287
946	0.3045594557
947	0.3044030569
948	0.3042826798
949	0.3041998028
950	0.3041095616
951	0.3040911766
952	0.304010208
953	0.3039681498
954	0.3038553991
955	0.3037323423
956	0.3036289667
957	0.3035101055
958	0.3034116878
959	0.3033099625
960	0.303148003
961	0.3030578718
962	0.3029671686
963	0.3028129243
964	0.3027582307
965	0.3026681235
966	0.3025353533
967	0.3024334176
968	0.3023505276
969	0.3022490123
970	0.3021929541
971	0.3020921783
972	0.302032893
973	0.3019444406
974	0.3018725989
975	0.3018385243
976	0.3017644985
977	0.301691806
978	0.3015661628
979	0.3014795653
980	0.3013903104
981	0.3012901908
982	0.3012728722
983	0.3012561291
984	0.3011588446
985	0.301101698
986	0.3009682044
987	0.3009123044
988	0.3008153423
989	0.3007444051
990	0.3005905666
991	0.3004617636
992	0.3004454642
993	0.3003243959
994	0.3002416594
995	0.3001707286
996	0.3000552584
997	0.300027832
998	0.2999884721
999	0.299919206
